#DeltaTime, Location Error, Velocity Error
/InverseX
1.32842e-12, 0.042241, 247642
1.32532e-12, 0.0421426, 247065
1.32224e-12, 0.0420446, 246490
1.31917e-12, 0.041947, 245918
1.31612e-12, 0.0418499, 245349
1.31308e-12, 0.0417533, 244782
1.31005e-12, 0.0416571, 244218
1.30704e-12, 0.0415613, 243657
1.30404e-12, 0.041466, 243098
1.30106e-12, 0.0413711, 242542
1.29809e-12, 0.0412766, 241988
1.29513e-12, 0.0411826, 241437
1.29219e-12, 0.041089, 240888
1.28926e-12, 0.0409958, 240342
1.28634e-12, 0.0409031, 239798
1.28344e-12, 0.0408107, 239257
1.28055e-12, 0.0407188, 238718
1.27767e-12, 0.0406273, 238182
1.2748e-12, 0.0405362, 237648
1.27195e-12, 0.0404456, 237116
1.26911e-12, 0.0403553, 236587
1.26629e-12, 0.0402654, 236060
1.26347e-12, 0.0401759, 235535
1.26067e-12, 0.0400868, 235013
1.25788e-12, 0.0399981, 234493
1.25511e-12, 0.0399098, 233975
1.25234e-12, 0.0398219, 233460
1.24959e-12, 0.0397344, 232947
1.24685e-12, 0.0396473, 232436
1.24412e-12, 0.0395605, 231928
1.2414e-12, 0.0394741, 231421
1.2387e-12, 0.0393881, 230917
1.23601e-12, 0.0393025, 230415
1.23333e-12, 0.0392173, 229915
1.23066e-12, 0.0391324, 229418
1.228e-12, 0.0390479, 228922
1.22535e-12, 0.0389637, 228429
1.22272e-12, 0.0388799, 227937
1.22009e-12, 0.0387965, 227448
1.21748e-12, 0.0387134, 226961
1.21488e-12, 0.0386307, 226476
1.21229e-12, 0.0385483, 225994
1.20971e-12, 0.0384663, 225513
1.20714e-12, 0.0383846, 225034
1.20458e-12, 0.0383033, 224557
1.20204e-12, 0.0382223, 224082
1.1995e-12, 0.0381417, 223610
1.19697e-12, 0.0380614, 223139
1.19446e-12, 0.0379814, 222670
1.19196e-12, 0.0379018, 222203
1.18946e-12, 0.0378225, 221738
1.18698e-12, 0.0377435, 221276
1.18451e-12, 0.0376649, 220815
1.18204e-12, 0.0375866, 220355
1.17959e-12, 0.0375086, 219898
1.17715e-12, 0.037431, 219443
1.17472e-12, 0.0373536, 218990
1.17229e-12, 0.0372766, 218538
1.16988e-12, 0.0371999, 218088
1.16748e-12, 0.0371235, 217641
1.16509e-12, 0.0370474, 217195
1.16271e-12, 0.0369717, 216751
1.16033e-12, 0.0368962, 216308
1.15797e-12, 0.0368211, 215868
1.15562e-12, 0.0367462, 215429
1.15327e-12, 0.0366717, 214992
1.15094e-12, 0.0365975, 214557
1.14861e-12, 0.0365235, 214123
1.1463e-12, 0.0364499, 213692
1.14399e-12, 0.0363766, 213262
1.14169e-12, 0.0363035, 212833
1.1394e-12, 0.0362308, 212407
1.13713e-12, 0.0361583, 211982
1.13486e-12, 0.0360861, 211559
1.1326e-12, 0.0360142, 211138
1.13034e-12, 0.0359426, 210718
1.1281e-12, 0.0358713, 210300
1.12587e-12, 0.0358003, 209883
1.12364e-12, 0.0357295, 209469
1.12143e-12, 0.0356591, 209055
1.11922e-12, 0.0355889, 208644
1.11702e-12, 0.035519, 208234
1.11483e-12, 0.0354493, 207826
1.11265e-12, 0.0353799, 207419
1.11047e-12, 0.0353108, 207014
1.10831e-12, 0.035242, 206610
1.10615e-12, 0.0351734, 206208
1.10401e-12, 0.0351051, 205808
1.10187e-12, 0.0350371, 205409
1.09973e-12, 0.0349693, 205012
1.09761e-12, 0.0349018, 204616
1.0955e-12, 0.0348346, 204222
1.09339e-12, 0.0347676, 203829
1.09129e-12, 0.0347009, 203438
